title,year,location,project_id,publication_date
The Rower's House / Loader Monteith Architects,2018,"London, United Kingdom",953371,2020-12-17T10:00:00.000Z
Le Monde Group Headquarters / Snøhetta,2020,"Paris, France",953509,2020-12-17T07:00:00.000Z
Public Housing Vilar 3 / Müller.Feijoo,2020,"Orense, Spain",953187,2020-12-17T02:00:00.000Z
Waon House / Z_Lab,2018,"Jeju-si, South Korea",953491,2020-12-17T01:00:00.000Z
DESCENTE BLANC Sapporo Store / Schemata Architects,2020,"Sapporo, Japan",953470,2020-12-17T00:00:00.000Z
RJ House / Rakta Studio,2020,"Bandung, Indonesia",953387,2020-12-16T23:00:00.000Z
Romainville / Brenac & Gonzalez & Associés,2017,"Romainville, France",899048,2020-12-16T22:00:00.000Z
Innovation Curve Technology Park at Stanford Research Park / Form4 Architecture,2020,"Palo Alto, United States",952756,2020-12-16T21:00:00.000Z
NGỌC House / Story Architecture,2020,"Ho Chi Minh City, Vietnam",953362,2020-12-16T20:00:00.000Z
The Light Trap / Sher Maker,2020,"Chiang Mai, Thailand",953382,2020-12-16T19:00:00.000Z
"Billie Jean King Main Library / Skidmore, Owings & Merrill",2019,"Long Beach, United States",953006,2020-12-16T17:00:00.000Z
H7 House / COOMA Arquitectura,2019,"Belén de Escobar, Argentina",953359,2020-12-16T16:00:00.000Z
Apartment in the Heart of Poblenou / m-i-r-a architecture,2020,"Barcelona, Spain",953364,2020-12-16T14:00:00.000Z
Zhuhai Museum / gmp Architects,2020,"Zhuhai, China",953230,2020-12-16T12:00:00.000Z
Bazenheid Primary School / Schwabe Suter Architekten,2020,"Kirchberg, Switzerland",953388,2020-12-16T10:00:00.000Z
Floating Nest / atelier NgNg,2020,Vietnam,953315,2020-12-16T07:00:00.000Z
Barra House / Ossa Valdes Arquitectos,2020,"Litueche, Chile",953383,2020-12-16T03:00:00.000Z
The Walk / Bangkok Project Studio,2020,"Pong, Thailand",953379,2020-12-16T02:00:00.000Z
Sharif Office Building / Hooba Design,2020,"Tehran, Iran",953299,2020-12-16T01:00:00.000Z
Dreamland / DOMANI,2019,China,953327,2020-12-16T00:00:00.000Z
Suzhou Bay Grand Theater / Christian de Portzamparc,2020,"Suzhou, China",953291,2020-12-15T23:00:00.000Z
Changzhou Towngas Service Center / Architecture & Engineers of Southeast University,2017,"Changzhou, China",953213,2020-12-15T21:00:00.000Z
A-House / IZ Architects,2020,"Thành phố Quảng Ngãi, Vietnam",953248,2020-12-15T20:00:00.000Z
House on the Hill / KOMINORU Design,2019,Japan,953286,2020-12-15T19:00:00.000Z
The Smile Residential Building / BIG,2020,"New York, United States",953397,2020-12-15T17:00:00.000Z
Empilhado [SnJ] Building Renovation / 3dF arquitectos,2020,"Rosario, Argentina",953098,2020-12-15T17:00:00.000Z
Public Housing Vilar 5 / Müller.Feijoo,2020,"Orense, Spain",953164,2020-12-15T14:00:00.000Z
Azul Nomeolvides Vacation Home / Samantha Calzada,2019,"Bacalar, Mexico",953186,2020-12-15T12:00:00.000Z
Psychopedagogical Medical Center  / Comas-Pont arquitectos,2015,"Vic, Spain",870911,2020-12-15T07:00:00.000Z
The George Residential Building / Dok Architecten,2020,"Amsterdam, The Netherlands",953160,2020-12-15T02:00:00.000Z
Rivaparc Apartment Renovation / Nhabe Scholae,2018,Vietnam,930778,2020-12-15T01:00:00.000Z
"Su He Inn, Paper Kite House / TJAD Original Design Studio",2020,"Shanghai, China",953145,2020-12-15T00:00:00.000Z
HOUSE (Human's Optional USE)  / H&P Architects,2020,Vietnam,953297,2020-12-14T23:00:00.000Z
HeyTown Art Center / META - Project,2020,"Beijing, China",953053,2020-12-14T21:00:00.000Z
CVU Apartment / flipê arquitetura,2020,"Itaim Bibi, Brazil",952926,2020-12-14T20:00:00.000Z
Single Houses in Bory Tucholskie / MAKA.STUDIO,2020,Poland,952875,2020-12-14T19:00:00.000Z
Downtown Restaurant / Iván Quizhpe Arquitectos,2019,"Cuenca, Ecuador",952999,2020-12-14T16:00:00.000Z
Pichincha Hybrid Housing Complex / 3dF arquitectos,2020,"Rosario, Argentina",953070,2020-12-14T15:00:00.000Z
Villa Ryysyranta II / PAVE Architects,2017,Finland,952871,2020-12-14T12:00:00.000Z
House MA / WE-S architecten,2019,"Ingelmunster, Belgium",953044,2020-12-14T10:00:00.000Z
DSC Select Store / say architects,2020,"Jiaxing, China",953060,2020-12-14T06:00:00.000Z
Architecture Classics: Postgraduate Building / Bermúdez Arquitectos,1997,"Santa Fé, Colombia",952970,2020-12-14T06:00:00.000Z
Stripped Mobius House / Matharoo Associates,2017,"Ahmedabad, India",953148,2020-12-14T03:00:00.000Z
Cottage on the Point / Paul Bernier Architecte,2020,Canada,953107,2020-12-14T02:00:00.000Z
UP House / cumuloLimbo studio,2018,"Madrid, Spain",927566,2020-12-14T01:00:00.000Z
The Zam! Community Center  / Studio A4,2020,"Zamárdi, Hungary",952868,2020-12-14T00:00:00.000Z
Diderot University Restaurant / Chapuis Royer Architectes,2018,"Grenoble, France",951793,2020-12-13T23:00:00.000Z
Canning Street House / Riofrío Carroll Architects,2020,"Carlton, Australia",952857,2020-12-13T21:00:00.000Z
Encore Melaka Theatre / ASIMA Architects,2018,"Kota Syahbandar, Malaysia",953143,2020-12-13T19:00:00.000Z
House for a Drummer / Bornstein Lyckefors,2016,"Kärna, Sweden",879048,2020-12-13T17:00:00.000Z
Cubic Houses / ADEPT,2017,"Copenhagen, Denmark",877631,2020-12-13T15:00:00.000Z
Lake Mississauga Cottage / Architects Tillmann Ruth Robinson,2020,"Bancroft, Canada",952919,2020-12-13T13:00:00.000Z
121 Home Made House / A6A,2020,"Bordeaux, France",953106,2020-12-13T11:00:00.000Z
"Moscone Center Expansion / Skidmore, Owings & Merrill + Mark Cavagnero Associates",2019,"San Francisco, United States",953026,2020-12-13T09:00:00.000Z
Home P+E+3 / Filippo Caprioglio - Caprioglio Architects,2020,"Cittadella, Italy",953072,2020-12-13T06:00:00.000Z
Green Affair Chiado Restaurant / Contacto Atlântico,2019,0,953075,2020-12-13T02:00:00.000Z
Huangling New District Kindergarten / BIAD,2019,"Yan'an, China",952803,2020-12-12T23:00:00.000Z
Seiwa Kindergarten / Naf Architect & Design,2019,"Machida, Japan",952781,2020-12-12T21:00:00.000Z
Cranberry Pavilion / Wright Architects,2020,"Cape Town, South Africa",952952,2020-12-12T19:00:00.000Z
L'Architecture est dans le Pré  / Claas architectes,2014,"Les Lucs-sur-Boulogne, France",872050,2020-12-12T17:00:00.000Z
Twisting Courtyard / ARCHSTUDIO,2017,"Beijing, China",873630,2020-12-12T15:00:00.000Z
The Factory Contemporary Arts Center / HTAP Architects,2017,"Ho Chi Minh City, Vietnam",952978,2020-12-12T13:00:00.000Z
WOW Lieven Cultural Hub / Atelier Carloalberto,2020,"Amsterdam, The Netherlands",952664,2020-12-12T11:00:00.000Z
Sun Slice House  / Neil Dusheiko Architects,2020,"South Cambridgeshire District, United Kingdom",952723,2020-12-12T09:00:00.000Z
Siberian Retreat House / A61architects + YYdesign,2020,Russia,966550,2020-12-12T10:00:00.000Z
Buen Orden House / Guaresti/Altieri Arquitectura,2020,"Pinamar, Argentina",952579,2020-12-12T06:00:00.000Z
The New Hybrid Workplace Blauw Gras HQ / Barde + vanVoltt,2020,"Amsterdam, The Netherlands",952649,2020-12-12T02:00:00.000Z
Meditation Cathedral & Sunset Sala / Chiangmai Life Architects,2018,Thailand,953123,2020-12-11T23:00:00.000Z
Big Loft House / KOMINORU Design,2020,Japan,953138,2020-12-11T21:00:00.000Z
Nelson Airport Terminal / Studio Pacific Architecture,2019,"Nelson, New Zealand",952872,2020-12-11T20:00:00.000Z
Eaves House / JOHO Architecture,2019,"Gwacheon-si, South Korea",953041,2020-12-11T19:00:00.000Z
Yale Science Building / Pelli Clarke Pelli Architects + Stantec,2019,"New Haven, United States",952876,2020-12-11T17:00:00.000Z
Thompson Hess House / Felipe Hess Arquitetos,2020,"São Paulo, Brazil",952980,2020-12-11T16:00:00.000Z
Escola Estadual Jardim Romano / H+F Arquitetos,2008,"Jardim Romano, Brazil",953036,2020-12-11T14:00:00.000Z
Marina Lancheros Beach House  / Giovanni Schettini Arquitectos,2019,"Ancón, Peru",952849,2020-12-11T12:00:00.000Z
Sprössling Daycare / Marazzi Reinhardt,2020,"Winterthur, Switzerland",953042,2020-12-11T10:00:00.000Z
Chamanga Cultural Center / Munich University of Applied Sciences + Portland State University + Atarraya Taller de Arquitectura + Opción Más,2018,"San Jose de Chamanga, Ecuador",953017,2020-12-11T07:00:00.000Z
Neri&Hu and Design Republic's New Home / Neri&Hu Design and Research Office,2020,"Shanghai, China",952951,2020-12-11T06:00:00.000Z
Koning Noord Apartment Building / META architectuurbureau,2020,"Antwerpen, Belgium",953029,2020-12-11T03:00:00.000Z
Alexandre-de-Sève Town House  / Guillaume Lévesque architecte,2020,"Montreal, Canada",953102,2020-12-11T01:00:00.000Z
Tongxin Foreign Language School / Atelier Apeiron - SZAD,2019,"Shenzhen, China",953019,2020-12-11T00:00:00.000Z
Le Littoral Residence  / Architecture49,2020,"La Malbaie, Canada",953011,2020-12-10T23:00:00.000Z
"Bio-Esfera Office Complex / Skidmore, Owings & Merrill",,"Guadalajara, Mexico",953008,2020-12-10T21:00:00.000Z
Hall of Immortality at Longshan Cemetery / Studio 10,2020,"Jiaozuo, China",953025,2020-12-10T20:00:00.000Z
Lim'uhphile Co-op / Collectif saga,2020,"Port Elizabeth, South Africa",953045,2020-12-10T19:00:00.000Z
Lima House / studio mk27,2018,"Lima, Peru",952863,2020-12-10T18:00:00.000Z
"Conscious Actions, Public Installation at Miami Design District / gt2p",2020,"Miami, United States",952847,2020-12-10T16:00:00.000Z
Tiny Houses Comarca Contuy / Utreras Arquitectos,2016,"Queilén, Chile",952588,2020-12-10T14:00:00.000Z
Granja Viana House / Gui Paoliello Arquiteto,2018,"Granja Viana, Brazil",953004,2020-12-10T12:00:00.000Z
Paco Sanchez Park / Dig Studio,2020,"Denver, United States",952878,2020-12-10T10:00:00.000Z
EvenBuyer Store / JIANGJIE DESIGN,2020,"Hangzhou, China",952854,2020-12-10T07:00:00.000Z
GNR Il Generale Restyling of a Residential Building / Archisbang,2019,"Ivrea, Italy",952848,2020-12-10T03:00:00.000Z
Dique Luján House / FRAM arquitectos,2018,"Dique Luján, Argentina",905912,2020-12-10T01:00:00.000Z
Bowen Island House / Office Of Mcfarlane Biggar Architects + Designers Inc.,2020,"Bowen Island, Canada",952855,2020-12-10T00:00:00.000Z
Promotion Center of High-Tech Park / Atelier Apeiron - SZAD,2019,"Baoding, China",952913,2020-12-09T23:00:00.000Z
Chalet L / Silvia Acar Arquitetura,2018,"São Lourenço da Serra, Brazil",907452,2020-12-09T21:00:00.000Z
"Reading, an Ocean / Cheng Tsung FENG",2020,"Hsinchu, China",950288,2020-12-09T21:00:00.000Z
Ravan Pharmacy / Aleshtar Architectural Office,2020,"Kashan, Iran",952893,2020-12-09T20:00:00.000Z
Forca Estudo Personalizado School / Pianca Arquitetura,2019,"Vila Progredior, Brazil",938027,2020-12-09T19:00:00.000Z
Desierto de los Leones House / Taller ADG,2018,Mexico,939970,2020-12-09T17:00:00.000Z
Green Grass Condesa Restaurant / Taller David Dana,2020,"Mexico City, Mexico",952392,2020-12-09T16:00:00.000Z
Doce Vida House / Studio CK Arquitetura,2019,,952679,2020-12-09T14:00:00.000Z
Flat IO / alanprekop,2020,"Bratislava, Slovakia",952874,2020-12-09T12:00:00.000Z
IGZ Campus Falkenberg / J. Mayer H. Architects,2020,"Falkenberg, Germany",952663,2020-12-09T10:00:00.000Z
d’---2 Store / Apt5 Architettura,2019,"Salerno, Italy",952666,2020-12-09T06:00:00.000Z
Architecture Classics: Oscar Niemeyer Cultural Center / Oscar Niemeyer,2006,"Setor Fazenda Gameleira, Brazil",943227,2020-12-09T06:00:00.000Z
Sharana Daycare Center / Anupama Kundoo Architects,2019,"Puducherry, India",952782,2020-12-09T03:00:00.000Z
Ca’ Inua House Renovation  / Ciclostile Architettura,2019,"Medelana, Italy",952861,2020-12-09T02:00:00.000Z
House on 12 Legs / RJZS Architects,2019,"Zebegény, Hungary",952877,2020-12-09T01:00:00.000Z
Meltem Beach & Rooms / TheCATWORK,2020,"İstanbul, Turkey",952867,2020-12-09T00:00:00.000Z
The Well House Boutique Hotel / ATLAS,2020,China,952691,2020-12-08T23:00:00.000Z
Steel Stacks House / Hybrid,2020,"Seattle, United States",952676,2020-12-08T21:00:00.000Z
JP Lab / XU Studio,2020,"Hangzhou, China",951914,2020-12-08T20:00:00.000Z
Lakeview Wine Co. Retail & Tasting Pavilion / Curran Gacesa Slote Architects,2017,"Niagara-on-the-Lake, Canada",952617,2020-12-08T20:00:00.000Z
Orange House / Studio Guilherme Torres,2020,"Piracicaba, Brazil",952681,2020-12-08T17:00:00.000Z
Daria Restaurant / Zooco Estudio,2018,"Santander, Spain",940927,2020-12-08T16:00:00.000Z
SENS Nicaragua / ATV Arquitectos,2020,"Palermo, Argentina",952225,2020-12-08T14:00:00.000Z
Typographia Cowork / Alexandre Loureiro Architecture Studio,2016,"Oporto, Portugal",939681,2020-12-08T12:00:00.000Z
Fenix I Warehouse Renovation / Mei architects and planners,2019,"Rotterdam, The Netherlands",952669,2020-12-08T10:00:00.000Z
CACMU Building / Procesos Urbanos,2019,"Ibarra, Ecuador",952480,2020-12-08T06:00:00.000Z
Ibiuna House / Metro Arquitetos Associados,2020,"São Paulo, Brazil",952726,2020-12-08T03:00:00.000Z
Paul Meurice Home for Disabled Adults / Lambert Lénak,2020,"Paris, France",952703,2020-12-08T01:00:00.000Z
J1M5 Boutique / Various Associates,2020,"Qingdao, China",952778,2020-12-08T00:00:00.000Z
Casa CCFF / Leopold Banchini Architects,,"Lancy, Switzerland",906276,2020-12-07T23:00:00.000Z
AKENZ Store / LUKSTUDIO,2020,"Shanghai, China",952761,2020-12-07T21:00:00.000Z
Infinity Residential Building  / Koichi Takada Architects,2020,"Zetland, Australia",952821,2020-12-07T20:00:00.000Z
Koya House / Alain Carle Architecte,2019,"Saint-Sauveur, Canada",952690,2020-12-07T19:00:00.000Z
Hair Salon in New York / BoND,2020,"New York, United States",952297,2020-12-07T17:00:00.000Z
Quartier Equipetrol / Sommet,2019,"Santa Cruz de la Sierra, Bolivia",952478,2020-12-07T16:00:00.000Z
Elisa House / Federico Olmedo,2020,"San Clemente, Argentina",952560,2020-12-07T14:00:00.000Z
Hodb House / B-ILD,2020,"Anderlecht, Belgium",952675,2020-12-07T12:00:00.000Z
Thailand Hi Cafe / balbek bureau,2019,"Kyiv, Ukraine",952712,2020-12-07T10:00:00.000Z
House SP / Rodrigo Valenzuela Jerez,2019,"Tunquen, Chile",952651,2020-12-07T06:00:00.000Z
MIA’s Office / MIA architecture,2020,"Beaufays, Belgium",952652,2020-12-07T03:00:00.000Z
Thulestrasse 62 Apartments / Zanderroth Architekten,2020,"Berlin, Germany",952686,2020-12-07T02:00:00.000Z
The Technion’s Entrance Gate / Schwartz Besnosoff Architects,2020,"Haifa, Israel",952689,2020-12-06T23:00:00.000Z
Hangzhou Qushui-Lanting Resort Hotel / DJX Design Studio,2019,"Hangzhou, China",952543,2020-12-06T21:00:00.000Z
3SHOEBOX House / OFIS Architects,2017,"Ljubljana, Slovenia",874029,2020-12-06T17:00:00.000Z
Multi-Sport Pavilion and Classroom Complex / Alberto Campo Baeza,2017,"Pozuelo de Alarcón, Spain",875503,2020-12-06T15:00:00.000Z
Coworking Space SP245 / Oficina Conceito Arquitetura,2020,"São Geraldo, Brazil",952567,2020-12-06T13:00:00.000Z
Viale Giulini Affordable Housing / Alvisi Kirimoto + Partners,2020,"Barletta, Italy",952525,2020-12-06T11:00:00.000Z
Arcoworking / Esquadra Arquitetos,2019,"North Wing, Brazil",952621,2020-12-06T09:00:00.000Z
23 House / Arquitectura en Estudio,2019,"Villeta, Colombia",952448,2020-12-06T06:00:00.000Z
Loft Chartier / Studio Colnaghi Arquitetura,2020,0,952618,2020-12-06T02:00:00.000Z
Campus Simons / GKC Architectes,2020,"Québec, Canada",951555,2020-12-05T23:00:00.000Z
Nampa House Restaurant / Listen Communication,2020,South Korea,952694,2020-12-05T21:00:00.000Z
GP House / Plataforma de Arquitectura,2019,0,952619,2020-12-05T19:00:00.000Z
Communique Headquarters / DaeWha Kang Design,2015,"Seoul, South Korea",780596,2020-12-05T17:00:00.000Z
The Dagostin Ballroom / ES Arquitetura,2018,"Criciuma, Brazil",952520,2020-12-05T15:00:00.000Z
Xinchang Village's Central Kindergarten / Atelier Deshaus,2017,"Tianquan, China",879604,2020-12-05T13:00:00.000Z
Casa Solares / uno más uno + Fernanda Mejía,2019,"Zapopan, Mexico",952211,2020-12-05T12:00:00.000Z
Park Way House / ARQBR Arquitetura e Urbanismo,2019,Brazil,952595,2020-12-05T09:00:00.000Z
Jardin Anglais Cafe Pavilion / Dreier Frenzel Architecture + Communication,2020,"Veytaux, Switzerland",951718,2020-12-05T06:01:00.000Z
Sipoonlahti School Extension / Architects Rudanko + Kankkunen + AFKS,2020,"Sibbo, Finland",951701,2020-12-05T02:00:00.000Z
"The New Bund School of No.2 Secondary School of East China Normal University and Bing Chang Tian New Bund Kindergarten / Atelier Z+, Dplus-Studio",2019,"Shanghai, China",952356,2020-12-04T23:00:00.000Z
Whitetail Woods Regional Park Camper Cabins / HGA Architects and Engineers,2014,"Farmington, United States",608037,2020-12-04T22:00:00.000Z
Fengtay Agriculture R&D Center / Bio-architecture Formosana,2020,Taiwan,952494,2020-12-04T22:00:00.000Z
Viz.ai Office / Switchup,2020,"Tel Aviv-Yafo, Israel",952585,2020-12-04T20:00:00.000Z
Metro YMCA Workplace Adaptation / Bora Architects + LEVER Architecture,2017,"Portland, United States",952615,2020-12-04T19:00:00.000Z
min/MAX House / Punch Architecture,2019,"Blue Diamond, United States",952635,2020-12-04T17:00:00.000Z
São Felix Apartment / Paulo Moreira Architectures,2020,"Vila Nova de Gaia, Portugal",953561,2020-12-04T17:00:00.000Z
College of Architects Province of Córdoba/ Adolfo Mondejar + Pablo Mondejar + Dolores Gomez Macedo,2019,"Cordoba, Argentina",952274,2020-12-04T16:00:00.000Z
Arcwood Factory / Kadarik Tüür Arhitektid,2016,"Põlva, Estonia",952472,2020-12-04T14:00:00.000Z
Happy Panda II Restaurant / Hou de Sousa,2020,"Quito, Ecuador",952614,2020-12-04T12:00:00.000Z
Terbregsehof 11 / Loer Architecten,2020,"Rotterdam, The Netherlands",952490,2020-12-04T10:00:00.000Z
146 Residences in Aarhus / CEBRA,2020,"Aarhus, Denmark",952604,2020-12-04T07:00:00.000Z
Tenhachi House  / Tenhachi Architect & Interior Design  ,,"Tokyo, Japan",789221,2020-12-04T06:00:00.000Z
Avlakia House  / ARP - Architecture Research Practice,2020,"Antiparos, Greece",952623,2020-12-04T03:00:00.000Z
Feng Shui House / Steffen Welsch Architects,2020,"Melbourne, Australia",952654,2020-12-04T02:00:00.000Z
MH Office / Gendai Sekkei,2020,"Mitaka, Japan",952644,2020-12-04T01:00:00.000Z
HS House / Saransh,2020,"Ahmedabad, India",952647,2020-12-03T23:00:00.000Z
The Flax Mill House / T.A.P.,2020,United Kingdom,952475,2020-12-03T21:00:00.000Z
U House / URAStudio,2020,"Ula, Turkey",952628,2020-12-03T20:00:00.000Z
House at Otago Bay / Topology Studio,2019,"Otago, Australia",952533,2020-12-03T19:00:00.000Z
Turin Horse / Jorge Ramón Giacometti Taller de Arquitectura,,"Calacalí, Ecuador",952465,2020-12-03T17:00:00.000Z
Damiani Ballroom / ES Arquitetura,2018,Brazil,952483,2020-12-03T16:00:00.000Z
House 54 / Sommet,2019,"Santa Cruz de la Sierra, Bolivia",952492,2020-12-03T14:00:00.000Z
Marcelle Henry Footbridge / Marc Mimram,2018,"Paris, France",952435,2020-12-03T12:00:00.000Z
Savannen Nursery / Nordic Office of Architecture,2019,"Skibby, Denmark",952537,2020-12-03T10:00:00.000Z
Dwelling With Independent Concrete Block Wall / Asano - Izue Architect Office,2016,"Osaka, Japan",952546,2020-12-03T06:00:00.000Z
EMAV Can Batlló / JAAS,2019,Spain,952488,2020-12-03T02:00:00.000Z
Eagle Rock House / Part Office,2019,"Los Angeles, United States",952434,2020-12-03T01:00:00.000Z
The Hillside House / UPA,2020,"Tianjin, China",952437,2020-12-03T00:00:00.000Z
NT's Habitat / Flex.atelier,2020,Vietnam,952539,2020-12-02T23:00:00.000Z
Murteira School Refurbishment / NOZ Arquitectura,2015,"Cadaval, Portugal",869337,2020-12-02T22:00:00.000Z
The House Passed Down Through Generations / Asano - Izue Architect Office,2019,"Osaka, Japan",952563,2020-12-02T21:00:00.000Z
vip.com Office Complex / gmp,2020,"Guangzhou, China",952398,2020-12-02T20:00:00.000Z
Cafe 7 YAD / SUBTEXT,2020,"Hwaseong-si, South Korea",952283,2020-12-02T19:00:00.000Z
Private Residence / Malan Vorster Architecture Interior Design,2019,"Cape Town, South Africa",952417,2020-12-02T17:00:00.000Z
Mar Vista House  / Part Office,2019,"Los Angeles, United States",952402,2020-12-02T16:00:00.000Z
House of Jabuticabeiras  / mf+arquitetos,2020,Brazil,952459,2020-12-02T14:00:00.000Z
Mustapan Coffee Shop / Estudio Chávarro,2020,"Chipaque, Colombia",952388,2020-12-02T12:00:00.000Z
